"[42, 40, 46, 18, 9, 49, 24, 26, 28, 39, 21, 2, 16, 36, 20, 0, 8, 25, 32, 48, 45, 7, 31, 34, 11, 4, 29, 30, 5, 6, 27, 14, 3, 1, 15, 19, 41, 22, 37, 17]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 25, 34, 10, 20, 30, 9, 7, 3, 18, 23, 33, 15, 32, 36, 38, 43, 2, 49, 16, 35, 48, 5, 0, 12, 28, 22, 6, 46, 1, 21, 14, 41, 45, 44, 39, 4, 19, 17, 47]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 4, 23, 44, 34, 19, 21, 32, 20, 9, 7, 45, 28, 29, 42, 8, 38, 40, 0, 26, 48, 15, 2, 47, 22, 36, 30, 13, 14, 27, 12, 6, 5, 31, 10, 24, 11, 49, 3, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[26, 28, 27, 43, 44, 23, 10, 1, 18, 7, 3, 15, 48, 8, 49, 30, 42, 9, 24, 2, 12, 36, 47, 4, 25, 38, 29, 13, 5, 31, 6, 17, 33, 0, 45, 22, 35, 11, 40, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 8, 36, 14, 17, 27, 33, 4, 47, 40, 41, 18, 21, 37, 12, 43, 31, 24, 34, 25, 28, 49, 15, 13, 2, 19, 16, 7, 5, 45, 11, 44, 3, 48, 6, 0, 39, 1, 29, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[24, 2, 6, 8, 38, 25, 5, 26, 9, 27, 4, 45, 48, 30, 49, 18, 42, 23, 14, 39, 31, 36, 32, 28, 37, 41, 17, 3, 0, 10, 7, 12, 35, 15, 11, 1, 46, 40, 44, 47]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[46, 1, 18, 25, 27, 9, 44, 20, 45, 0, 21, 23, 41, 47, 13, 38, 4, 12, 34, 2, 24, 43, 19, 7, 48, 22, 42, 15, 49, 6, 26, 32, 40, 3, 16, 28, 5, 10, 8, 36]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[39, 42, 49, 5, 41, 21, 20, 7, 11, 3, 12, 33, 36, 35, 13, 8, 23, 10, 22, 17, 0, 16, 34, 1, 28, 37, 19, 38, 26, 25, 6, 24, 29, 4, 2, 9, 32, 48, 46, 45]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[29, 10, 46, 30, 40, 42, 9, 11, 34, 3, 18, 44, 47, 22, 13, 7, 36, 16, 24, 20, 4, 19, 6, 39, 33, 23, 43, 17, 26, 21, 2, 0, 15, 14, 8, 45, 31, 5, 1, 49]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[13, 30, 15, 8, 19, 26, 5, 16, 14, 18, 1, 37, 32, 17, 25, 10, 40, 41, 28, 0, 9, 7, 42, 36, 22, 45, 3, 29, 48, 27, 24, 35, 31, 6, 44, 34, 33, 2, 4, 12]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[11, 1, 35, 17, 27, 14, 31, 37, 21, 0, 49, 3, 19, 9, 28, 43, 5, 34, 25, 8, 20, 22, 39, 15, 24, 47, 7, 29, 33, 2, 36, 18, 44, 38, 26, 6, 45, 13, 4, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[11, 23, 6, 30, 20, 45, 26, 49, 28, 12, 48, 37, 0, 41, 8, 33, 36, 13, 16, 46, 14, 39, 4, 32, 1, 9, 29, 5, 7, 18, 19, 10, 43, 47, 27, 31, 25, 2, 3, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[21, 27, 28, 18, 8, 15, 14, 3, 9, 39, 20, 31, 43, 6, 46, 2, 34, 19, 45, 49, 7, 1, 25, 13, 17, 48, 29, 32, 0, 44, 4, 5, 30, 47, 37, 41, 42, 23, 24, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[28, 24, 40, 31, 36, 27, 43, 13, 29, 10, 6, 0, 35, 5, 16, 47, 32, 15, 3, 9, 49, 44, 26, 1, 4, 25, 12, 41, 19, 46, 17, 38, 22, 2, 8, 37, 20, 42, 7, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[36, 12, 32, 40, 39, 37, 49, 46, 2, 48, 34, 7, 42, 3, 16, 9, 29, 6, 25, 31, 41, 47, 5, 27, 22, 8, 20, 1, 19, 0, 15, 11, 17, 45, 24, 4, 10, 13, 14, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[20, 16, 12, 28, 15, 9, 42, 6, 43, 36, 29, 17, 18, 47, 0, 3, 7, 1, 4, 19, 45, 5, 30, 23, 32, 38, 34, 46, 44, 27, 25, 39, 11, 49, 35, 37, 2, 41, 24, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[14, 35, 5, 16, 6, 0, 46, 33, 39, 40, 4, 23, 45, 41, 3, 2, 24, 26, 38, 20, 31, 36, 9, 25, 1, 22, 19, 8, 10, 28, 27, 30, 13, 32, 44, 49, 43, 11, 47, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[31, 11, 28, 38, 36, 22, 5, 40, 48, 26, 33, 24, 19, 0, 41, 6, 46, 30, 27, 4, 43, 10, 2, 7, 14, 25, 29, 21, 45, 16, 13, 17, 9, 39, 20, 34, 47, 3, 8, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[28, 40, 7, 3, 8, 19, 22, 2, 21, 29, 12, 23, 16, 36, 39, 44, 47, 38, 5, 33, 45, 25, 27, 31, 48, 9, 4, 0, 6, 20, 32, 49, 1, 34, 26, 41, 43, 42, 17, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 8, 33, 2, 10, 46, 13, 26, 41, 16, 19, 1, 48, 17, 18, 30, 32, 29, 23, 38, 36, 49, 7, 34, 35, 6, 3, 24, 0, 40, 14, 20, 21, 37, 15, 28, 22, 39, 5, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[21, 48, 46, 32, 47, 28, 45, 2, 36, 15, 31, 7, 33, 25, 49, 35, 22, 27, 12, 19, 23, 26, 18, 0, 44, 8, 30, 20, 40, 38, 5, 6, 1, 11, 3, 14, 4, 9, 10, 41]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[27, 33, 19, 15, 31, 0, 37, 12, 17, 20, 30, 47, 6, 2, 8, 16, 7, 46, 23, 44, 43, 3, 36, 32, 45, 21, 40, 48, 42, 25, 4, 9, 5, 41, 34, 22, 10, 1, 28, 14]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 8, 24, 38, 32, 22, 21, 39, 18, 28, 1, 48, 46, 31, 3, 47, 29, 4, 10, 42, 13, 34, 19, 16, 9, 41, 26, 45, 14, 17, 20, 44, 40, 0, 6, 49, 5, 7, 23, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[28, 29, 43, 5, 41, 34, 31, 24, 26, 10, 21, 0, 9, 33, 48, 23, 8, 3, 11, 13, 22, 27, 14, 12, 35, 30, 15, 17, 25, 40, 37, 16, 4, 19, 1, 49, 32, 2, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[31, 6, 48, 21, 33, 4, 28, 11, 32, 17, 41, 25, 3, 34, 19, 36, 43, 49, 2, 0, 20, 30, 18, 24, 13, 5, 38, 26, 37, 1, 7, 9, 8, 40, 15, 39, 44, 12, 47, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[28, 3, 30, 29, 36, 49, 48, 0, 8, 2, 22, 24, 37, 25, 18, 44, 35, 32, 13, 27, 7, 6, 34, 41, 10, 1, 39, 45, 21, 33, 46, 26, 31, 9, 38, 4, 20, 17, 5, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[28, 36, 22, 11, 9, 15, 10, 40, 24, 2, 12, 30, 23, 8, 35, 44, 7, 4, 37, 3, 29, 32, 47, 1, 27, 18, 5, 48, 33, 41, 6, 0, 14, 17, 42, 34, 26, 21, 20, 49]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[11, 18, 38, 13, 32, 29, 25, 42, 21, 23, 20, 35, 34, 16, 49, 47, 37, 8, 4, 41, 40, 30, 0, 1, 7, 24, 31, 9, 6, 5, 26, 2, 33, 10, 22, 3, 12, 43, 17, 39]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[42, 16, 33, 28, 30, 38, 13, 27, 31, 2, 47, 45, 41, 18, 23, 5, 0, 7, 3, 6, 4, 40, 39, 37, 10, 26, 17, 11, 1, 36, 46, 20, 9, 8, 44, 25, 12, 43, 34, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 0, 3, 46, 7, 12, 19, 40, 28, 45, 2, 35, 32, 33, 20, 8, 18, 27, 42, 47, 23, 9, 10, 6, 24, 1, 34, 37, 39, 25, 5, 17, 11, 21, 26, 15, 38, 16, 30, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[17, 35, 41, 30, 24, 37, 0, 20, 2, 36, 7, 18, 1, 43, 34, 38, 48, 9, 32, 49, 16, 47, 15, 46, 11, 40, 4, 3, 19, 28, 31, 8, 5, 45, 33, 6, 26, 23, 29, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[21, 25, 12, 23, 26, 1, 22, 17, 4, 32, 8, 19, 9, 49, 2, 39, 35, 47, 45, 41, 43, 31, 0, 13, 28, 46, 7, 40, 30, 3, 34, 10, 6, 29, 44, 20, 37, 5, 15, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[17, 11, 23, 13, 19, 8, 25, 27, 4, 48, 28, 45, 5, 22, 18, 34, 2, 24, 9, 46, 0, 3, 49, 6, 10, 7, 37, 21, 39, 35, 41, 43, 20, 30, 47, 36, 33, 1, 32, 26]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 30, 36, 28, 26, 43, 32, 5, 9, 38, 17, 44, 6, 7, 29, 18, 8, 31, 14, 42, 48, 35, 39, 16, 20, 41, 21, 4, 0, 23, 19, 34, 3, 25, 33, 10, 12, 47, 1, 49]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[36, 14, 48, 39, 43, 1, 9, 45, 30, 19, 10, 25, 29, 37, 21, 18, 3, 46, 49, 4, 20, 34, 8, 22, 40, 27, 16, 15, 5, 11, 35, 2, 6, 33, 41, 26, 0, 28, 7, 12]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 41, 39, 16, 10, 43, 29, 1, 28, 5, 7, 18, 22, 26, 20, 25, 2, 44, 17, 36, 30, 37, 46, 3, 0, 45, 47, 33, 24, 31, 4, 19, 6, 15, 32, 49, 40, 27, 38, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 33, 4, 45, 17, 26, 8, 9, 34, 15, 32, 47, 36, 6, 7, 23, 16, 40, 49, 27, 42, 3, 2, 29, 14, 19, 25, 13, 0, 48, 44, 30, 11, 43, 37, 12, 5, 10, 31, 41]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[20, 47, 23, 45, 41, 36, 37, 43, 9, 32, 29, 33, 14, 5, 3, 38, 10, 21, 26, 39, 1, 16, 22, 7, 27, 35, 11, 4, 19, 28, 25, 8, 44, 2, 49, 13, 0, 48, 6, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[38, 15, 4, 33, 6, 12, 48, 8, 35, 37, 10, 30, 16, 46, 22, 32, 2, 3, 5, 47, 0, 23, 1, 18, 39, 31, 42, 20, 27, 9, 44, 40, 43, 41, 13, 28, 29, 7, 25, 11]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[17, 36, 0, 43, 22, 29, 25, 35, 27, 7, 30, 38, 32, 33, 37, 42, 11, 41, 26, 31, 8, 1, 5, 15, 48, 20, 3, 6, 28, 13, 45, 9, 4, 23, 34, 12, 16, 2, 10, 49]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[41, 10, 28, 13, 5, 0, 9, 31, 26, 45, 19, 11, 48, 35, 3, 4, 39, 22, 24, 8, 21, 15, 14, 32, 17, 2, 30, 44, 42, 33, 37, 27, 7, 29, 47, 6, 43, 12, 1, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[25, 35, 36, 49, 47, 31, 39, 7, 10, 19, 12, 29, 34, 28, 5, 27, 30, 3, 8, 4, 23, 22, 17, 13, 26, 48, 41, 2, 1, 20, 18, 0, 24, 44, 46, 6, 42, 9, 33, 43]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 19, 46, 13, 41, 16, 23, 1, 29, 6, 35, 24, 36, 28, 38, 49, 42, 7, 10, 8, 2, 34, 0, 43, 9, 21, 48, 39, 11, 45, 15, 18, 37, 4, 25, 44, 5, 22, 14, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[47, 33, 3, 9, 37, 1, 44, 31, 18, 2, 0, 22, 17, 16, 19, 27, 29, 43, 45, 35, 23, 8, 40, 7, 49, 21, 13, 39, 11, 24, 5, 36, 4, 25, 26, 41, 20, 15, 14, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[27, 48, 29, 0, 12, 3, 25, 49, 24, 7, 18, 42, 15, 6, 1, 8, 36, 20, 10, 34, 38, 22, 41, 17, 4, 33, 47, 5, 23, 19, 46, 39, 9, 43, 21, 45, 31, 26, 2, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 23, 29, 49, 35, 46, 26, 43, 7, 20, 11, 41, 4, 18, 19, 13, 0, 14, 2, 48, 1, 42, 10, 8, 15, 6, 38, 22, 24, 31, 25, 32, 45, 3, 28, 16, 47, 9, 37, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[42, 30, 37, 19, 22, 8, 23, 2, 31, 5, 12, 47, 16, 34, 11, 48, 9, 24, 10, 28, 7, 4, 33, 15, 49, 14, 35, 26, 6, 46, 45, 17, 20, 18, 43, 32, 27, 1, 0, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 44, 47, 49, 5, 14, 15, 28, 39, 30, 38, 42, 20, 9, 23, 7, 12, 0, 4, 8, 48, 3, 17, 36, 13, 1, 18, 35, 6, 43, 46, 27, 21, 24, 29, 33, 32, 11, 19, 31]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[49, 35, 44, 39, 18, 4, 14, 27, 31, 40, 47, 2, 17, 11, 34, 0, 9, 19, 25, 20, 12, 7, 33, 13, 46, 3, 21, 26, 6, 1, 42, 16, 30, 5, 29, 38, 24, 36, 43, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[13, 38, 35, 0, 15, 10, 12, 5, 25, 23, 47, 26, 6, 43, 37, 11, 20, 9, 49, 2, 7, 1, 42, 22, 29, 8, 14, 36, 32, 34, 16, 4, 3, 31, 17, 19, 45, 40, 44, 28]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[37, 20, 22, 13, 9, 47, 31, 0, 10, 43, 3, 46, 33, 49, 36, 7, 19, 25, 44, 45, 12, 6, 39, 8, 2, 11, 26, 41, 28, 18, 1, 17, 15, 32, 23, 24, 5, 4, 21, 48]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[34, 47, 20, 30, 29, 49, 5, 9, 2, 3, 38, 27, 37, 26, 39, 10, 8, 46, 32, 11, 12, 6, 18, 33, 36, 35, 1, 0, 43, 28, 44, 48, 7, 40, 42, 14, 17, 13, 4, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[30, 37, 4, 49, 35, 24, 26, 21, 34, 12, 10, 38, 23, 15, 32, 39, 47, 6, 8, 20, 1, 3, 41, 9, 17, 36, 5, 33, 44, 18, 48, 7, 0, 31, 2, 19, 45, 28, 22, 11]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 49, 27, 10, 12, 19, 8, 43, 38, 14, 28, 9, 7, 42, 44, 13, 47, 37, 1, 39, 15, 30, 34, 21, 0, 18, 4, 41, 32, 2, 3, 26, 24, 29, 31, 17, 25, 5, 46, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[21, 40, 9, 18, 5, 17, 26, 15, 2, 48, 46, 38, 8, 13, 30, 3, 29, 32, 43, 19, 11, 23, 1, 24, 35, 0, 16, 28, 20, 6, 41, 42, 7, 4, 45, 34, 37, 25, 33, 14]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[48, 47, 43, 18, 7, 9, 39, 2, 49, 8, 0, 44, 14, 37, 29, 17, 33, 1, 12, 32, 28, 16, 3, 30, 10, 19, 23, 35, 45, 31, 5, 34, 11, 25, 36, 26, 20, 6, 4, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[39, 21, 34, 6, 31, 44, 0, 48, 9, 4, 27, 30, 20, 19, 13, 2, 45, 26, 42, 22, 32, 28, 7, 33, 38, 23, 8, 5, 18, 47, 36, 11, 12, 37, 3, 15, 17, 16, 35, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[37, 39, 7, 17, 10, 3, 25, 29, 48, 40, 22, 36, 27, 38, 6, 26, 15, 16, 31, 20, 41, 30, 33, 2, 28, 35, 1, 23, 21, 12, 9, 5, 4, 0, 47, 46, 8, 19, 45, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[18, 21, 24, 40, 48, 12, 44, 49, 11, 47, 23, 30, 26, 43, 2, 25, 39, 5, 16, 19, 38, 46, 45, 14, 27, 15, 28, 17, 34, 4, 31, 32, 7, 1, 0, 9, 8, 3, 20, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[33, 31, 15, 4, 10, 20, 40, 24, 5, 37, 17, 38, 7, 47, 2, 48, 12, 34, 1, 25, 13, 9, 35, 30, 41, 29, 8, 39, 28, 22, 44, 19, 23, 32, 6, 46, 21, 0, 27, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[46, 11, 23, 12, 8, 22, 21, 20, 18, 42, 0, 5, 13, 26, 41, 39, 3, 31, 7, 32, 37, 16, 28, 36, 27, 43, 35, 2, 45, 19, 48, 9, 44, 25, 4, 49, 1, 6, 24, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[26, 48, 3, 20, 27, 25, 11, 35, 2, 12, 6, 44, 29, 21, 17, 0, 18, 1, 36, 4, 22, 10, 23, 43, 19, 28, 8, 9, 42, 14, 7, 39, 32, 45, 15, 41, 13, 24, 5, 34]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[41, 11, 27, 5, 12, 26, 38, 16, 9, 2, 3, 4, 29, 23, 19, 7, 20, 43, 13, 17, 49, 8, 42, 45, 39, 35, 25, 6, 24, 18, 40, 36, 46, 33, 1, 0, 21, 15, 48, 32]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[29, 7, 26, 10, 31, 49, 24, 42, 13, 5, 8, 28, 23, 6, 17, 21, 37, 34, 43, 20, 40, 15, 1, 36, 9, 27, 46, 25, 0, 35, 18, 19, 2, 4, 12, 45, 41, 3, 38, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[17, 2, 26, 8, 40, 10, 4, 41, 5, 6, 38, 28, 49, 36, 46, 7, 11, 19, 32, 16, 24, 48, 20, 37, 21, 1, 15, 18, 34, 13, 43, 33, 0, 25, 31, 29, 9, 14, 23, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[36, 39, 22, 42, 20, 9, 2, 1, 17, 41, 24, 6, 8, 0, 45, 47, 46, 34, 10, 15, 38, 26, 28, 4, 32, 35, 23, 25, 40, 11, 16, 31, 14, 3, 37, 44, 33, 48, 5, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 48, 10, 11, 40, 4, 20, 35, 33, 34, 47, 5, 22, 18, 31, 38, 29, 46, 21, 28, 36, 15, 30, 41, 0, 8, 45, 9, 32, 2, 1, 7, 19, 24, 39, 12, 16, 14, 3, 49]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[26, 3, 46, 15, 1, 48, 0, 19, 34, 18, 13, 10, 14, 43, 12, 7, 35, 37, 4, 16, 5, 9, 41, 2, 21, 47, 33, 6, 23, 25, 36, 40, 17, 11, 32, 24, 8, 27, 29, 42]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[30, 25, 13, 34, 49, 4, 39, 11, 3, 46, 9, 16, 17, 48, 1, 38, 42, 6, 7, 32, 23, 29, 2, 26, 5, 33, 8, 36, 31, 18, 37, 22, 10, 0, 28, 21, 47, 15, 43, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[26, 9, 5, 27, 24, 34, 1, 36, 17, 23, 31, 40, 41, 7, 14, 12, 28, 10, 18, 42, 43, 4, 20, 29, 16, 25, 32, 8, 45, 2, 15, 22, 37, 6, 3, 39, 11, 19, 0, 38]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[37, 45, 46, 1, 22, 32, 47, 40, 29, 10, 8, 6, 19, 44, 9, 25, 16, 20, 26, 24, 48, 39, 33, 0, 2, 41, 28, 7, 31, 42, 36, 18, 4, 3, 12, 5, 15, 30, 35, 38]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
