"[33, 27, 46, 13, 36, 30, 20, 8, 29, 24, 6, 10, 34, 11, 14, 44, 49, 17, 15, 35, 9, 12, 18, 31, 0, 47, 5, 4, 38, 21, 26, 45, 42, 25, 37, 2, 40, 7, 3, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[9, 19, 43, 21, 41, 39, 30, 34, 4, 22, 46, 7, 40, 11, 5, 32, 3, 49, 2, 14, 0, 13, 35, 29, 47, 20, 24, 1, 27, 31, 23, 17, 8, 15, 6, 44, 10, 12, 16, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[34, 17, 35, 30, 4, 39, 33, 18, 6, 49, 19, 41, 7, 5, 24, 29, 23, 44, 16, 1, 31, 15, 11, 42, 10, 14, 40, 38, 13, 8, 12, 25, 46, 21, 22, 9, 43, 0, 2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[30, 6, 16, 37, 35, 13, 15, 41, 3, 28, 11, 0, 5, 42, 9, 14, 45, 29, 33, 12, 44, 32, 47, 39, 48, 24, 4, 38, 8, 49, 18, 22, 2, 19, 34, 46, 1, 7, 10, 36]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[4, 28, 9, 1, 25, 37, 31, 21, 12, 39, 26, 0, 44, 11, 45, 8, 47, 15, 36, 29, 17, 19, 48, 7, 33, 30, 27, 13, 6, 2, 42, 10, 40, 14, 3, 5, 16, 34, 20, 32]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[49, 38, 14, 40, 5, 46, 30, 16, 48, 6, 11, 20, 42, 4, 43, 3, 1, 9, 47, 17, 10, 34, 25, 21, 8, 35, 23, 26, 7, 32, 28, 18, 37, 0, 13, 12, 15, 39, 2, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[9, 1, 3, 29, 46, 7, 45, 33, 42, 40, 10, 0, 44, 13, 34, 15, 47, 4, 25, 31, 20, 24, 5, 8, 11, 22, 48, 16, 30, 27, 2, 12, 14, 37, 39, 43, 23, 6, 49, 28]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[2, 47, 17, 27, 20, 10, 38, 7, 36, 5, 31, 33, 1, 39, 0, 48, 19, 24, 45, 12, 25, 35, 41, 4, 8, 34, 14, 6, 13, 32, 21, 18, 23, 37, 43, 9, 42, 11, 3, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[46, 18, 20, 39, 25, 12, 6, 22, 3, 14, 19, 34, 38, 16, 1, 26, 23, 9, 40, 28, 43, 47, 35, 5, 41, 24, 7, 36, 10, 8, 13, 0, 45, 44, 37, 11, 2, 4, 17, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[8, 3, 26, 25, 28, 12, 44, 6, 34, 21, 19, 5, 49, 9, 1, 18, 23, 32, 10, 16, 38, 33, 29, 15, 35, 37, 43, 0, 46, 13, 20, 14, 42, 2, 7, 4, 11, 24, 39, 47]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
