"[4, 21, 48, 49, 28, 36, 7, 30, 38, 31, 3, 15, 23, 26, 0, 14, 29, 11, 6, 41, 10, 42, 35, 27, 34, 40, 9, 19, 8, 33, 17, 22, 1, 20, 13, 16, 18, 37, 46, 45]",[]
"[26, 41, 7, 22, 43, 47, 18, 28, 35, 36, 39, 2, 0, 15, 38, 3, 1, 46, 31, 42, 30, 33, 40, 12, 5, 20, 10, 8, 37, 32, 45, 19, 21, 49, 4, 29, 9, 24, 13, 11]",[]
"[39, 10, 27, 24, 49, 31, 48, 29, 35, 26, 2, 43, 23, 41, 13, 18, 33, 45, 4, 20, 11, 42, 17, 6, 21, 30, 9, 15, 37, 22, 46, 3, 7, 36, 0, 12, 40, 47, 28, 14]",[]
"[48, 46, 29, 36, 35, 24, 34, 25, 31, 42, 44, 43, 0, 13, 23, 49, 15, 19, 6, 7, 45, 38, 32, 37, 17, 47, 40, 28, 22, 30, 4, 33, 39, 12, 9, 2, 27, 3, 1, 8]",[]
"[3, 10, 44, 30, 22, 36, 35, 9, 28, 23, 43, 46, 45, 29, 42, 25, 40, 7, 8, 5, 26, 37, 0, 11, 16, 34, 14, 27, 33, 41, 21, 24, 18, 32, 20, 39, 38, 6, 49, 48]",[]
"[7, 25, 49, 24, 38, 44, 2, 9, 19, 10, 28, 41, 30, 34, 11, 13, 31, 3, 18, 12, 47, 6, 4, 0, 20, 32, 29, 17, 26, 46, 42, 43, 14, 39, 15, 40, 33, 22, 21, 48]",[]
"[6, 37, 27, 24, 14, 35, 9, 26, 34, 16, 49, 7, 38, 39, 3, 43, 8, 29, 21, 20, 10, 4, 17, 15, 32, 40, 47, 36, 31, 5, 46, 18, 30, 11, 2, 12, 41, 42, 1, 44]",[]
"[19, 27, 4, 45, 37, 1, 14, 43, 2, 12, 48, 39, 35, 49, 33, 20, 9, 41, 34, 10, 23, 44, 0, 3, 21, 36, 17, 15, 29, 32, 47, 28, 7, 18, 11, 40, 25, 42, 16, 13]",[]
"[8, 36, 6, 23, 22, 3, 37, 7, 42, 49, 13, 12, 34, 21, 2, 1, 29, 31, 25, 32, 24, 27, 43, 9, 15, 30, 26, 44, 48, 47, 35, 10, 5, 45, 40, 41, 33, 46, 11, 18]",[]
"[31, 25, 14, 43, 19, 9, 34, 11, 24, 3, 30, 47, 5, 38, 10, 40, 0, 4, 2, 26, 17, 39, 12, 15, 1, 37, 32, 8, 21, 36, 20, 28, 45, 13, 7, 33, 35, 16, 22, 44]",[]
"[8, 48, 12, 0, 30, 43, 5, 24, 7, 3, 11, 4, 28, 22, 10, 2, 21, 34, 27, 40, 29, 16, 18, 32, 45, 38, 17, 9, 42, 13, 35, 19, 36, 39, 46, 41, 15, 20, 31, 14]",[]
"[10, 26, 13, 27, 23, 2, 34, 29, 14, 16, 18, 28, 45, 39, 21, 40, 19, 15, 4, 35, 48, 43, 46, 38, 5, 11, 12, 32, 6, 24, 41, 44, 33, 9, 25, 42, 1, 3, 47, 8]",[]
"[24, 11, 3, 40, 34, 47, 41, 39, 17, 27, 0, 16, 20, 1, 46, 43, 29, 4, 35, 33, 37, 31, 2, 44, 21, 8, 38, 14, 49, 32, 7, 30, 36, 25, 19, 23, 28, 10, 26, 48]",[]
"[9, 36, 7, 31, 28, 8, 49, 18, 47, 10, 32, 48, 38, 24, 0, 11, 35, 25, 23, 13, 22, 1, 46, 20, 14, 30, 29, 26, 16, 4, 27, 33, 5, 6, 43, 2, 37, 41, 45, 3]",[]
"[47, 17, 22, 16, 36, 25, 23, 24, 37, 5, 20, 29, 28, 48, 39, 15, 40, 49, 14, 12, 7, 19, 2, 21, 27, 35, 44, 10, 0, 30, 45, 1, 13, 31, 38, 42, 3, 18, 11, 34]",[]
"[47, 46, 27, 40, 3, 6, 26, 36, 37, 15, 14, 21, 4, 2, 20, 13, 29, 12, 11, 8, 28, 42, 39, 23, 31, 44, 43, 33, 48, 17, 19, 10, 24, 16, 35, 41, 5, 0, 18, 30]",[]
"[41, 6, 11, 38, 40, 42, 49, 21, 37, 24, 34, 35, 27, 7, 14, 4, 18, 19, 30, 46, 1, 39, 15, 3, 9, 48, 25, 26, 2, 5, 28, 33, 22, 8, 45, 44, 0, 36, 16, 23]",[]
"[44, 37, 0, 48, 47, 34, 27, 5, 6, 4, 32, 23, 46, 7, 8, 11, 41, 1, 14, 21, 36, 16, 10, 20, 2, 9, 39, 12, 28, 33, 13, 15, 38, 29, 31, 17, 18, 43, 22, 40]",[]
"[37, 31, 2, 4, 6, 18, 26, 30, 13, 47, 40, 12, 20, 15, 41, 39, 46, 35, 33, 22, 1, 32, 23, 42, 44, 28, 49, 16, 48, 45, 24, 7, 21, 10, 0, 19, 11, 5, 43, 34]",[]
"[46, 43, 40, 47, 22, 28, 39, 12, 1, 8, 24, 32, 41, 33, 0, 19, 3, 18, 49, 42, 44, 36, 30, 9, 2, 23, 48, 34, 31, 29, 14, 20, 4, 25, 16, 35, 21, 38, 7, 26]",[]
"[14, 28, 30, 45, 21, 36, 26, 27, 25, 6, 0, 39, 11, 46, 8, 32, 37, 5, 43, 17, 33, 2, 24, 29, 18, 4, 3, 38, 49, 10, 20, 41, 47, 16, 9, 31, 34, 22, 35, 1]",[]
"[8, 11, 34, 37, 25, 40, 2, 16, 43, 10, 24, 47, 5, 13, 22, 46, 4, 1, 35, 9, 31, 23, 32, 49, 39, 17, 19, 12, 44, 29, 36, 14, 45, 21, 3, 28, 7, 15, 26, 6]",[]
"[8, 24, 26, 48, 40, 33, 12, 1, 21, 16, 45, 27, 10, 39, 36, 32, 47, 2, 9, 38, 41, 6, 11, 4, 5, 43, 7, 31, 22, 42, 37, 18, 13, 20, 3, 17, 46, 35, 29, 0]",[]
"[5, 44, 41, 16, 49, 46, 11, 21, 31, 0, 43, 1, 15, 4, 38, 12, 23, 24, 13, 20, 48, 2, 39, 32, 7, 9, 47, 33, 10, 28, 35, 34, 45, 3, 42, 27, 40, 25, 14, 30]",[]
"[1, 9, 12, 21, 13, 41, 35, 37, 42, 11, 33, 45, 31, 44, 32, 3, 5, 4, 26, 39, 18, 24, 16, 29, 14, 22, 40, 25, 2, 15, 23, 46, 19, 34, 0, 8, 38, 28, 48, 43]",[]
"[19, 45, 49, 42, 14, 25, 5, 4, 27, 8, 13, 48, 7, 20, 2, 41, 3, 10, 46, 0, 47, 15, 24, 30, 6, 35, 17, 43, 33, 32, 21, 29, 40, 39, 44, 11, 28, 34, 22, 26]",[]
"[5, 4, 49, 44, 24, 16, 40, 28, 0, 36, 30, 33, 12, 48, 27, 38, 25, 6, 10, 21, 43, 11, 39, 22, 46, 42, 31, 45, 13, 1, 35, 34, 9, 20, 7, 19, 26, 47, 2, 15]",[]
"[27, 7, 22, 21, 31, 0, 49, 5, 17, 26, 6, 48, 42, 9, 16, 47, 39, 3, 40, 18, 2, 37, 4, 19, 41, 32, 28, 35, 34, 44, 38, 29, 1, 30, 24, 14, 45, 10, 43, 36]",[]
"[8, 26, 46, 31, 36, 18, 2, 40, 33, 29, 44, 27, 11, 19, 1, 12, 49, 14, 16, 5, 6, 41, 13, 22, 42, 32, 38, 34, 45, 28, 37, 15, 20, 4, 17, 43, 35, 47, 25, 39]",[]
"[49, 8, 23, 45, 11, 28, 22, 41, 36, 20, 6, 2, 7, 32, 4, 44, 5, 39, 48, 1, 43, 12, 42, 26, 17, 9, 47, 35, 18, 34, 25, 0, 46, 37, 31, 16, 13, 15, 14, 3]",[]
"[33, 20, 27, 3, 49, 13, 31, 46, 41, 28, 14, 42, 39, 1, 8, 21, 6, 22, 32, 7, 44, 35, 30, 4, 16, 15, 38, 17, 47, 23, 43, 45, 5, 12, 37, 29, 18, 40, 24, 2]",[]
"[7, 37, 12, 45, 8, 38, 48, 27, 46, 32, 30, 26, 1, 49, 24, 20, 16, 6, 23, 41, 19, 31, 21, 9, 5, 14, 39, 44, 15, 40, 2, 13, 35, 0, 18, 42, 22, 17, 29, 34]",[]
"[35, 29, 22, 17, 18, 45, 1, 26, 3, 30, 37, 46, 28, 8, 42, 20, 34, 40, 39, 33, 4, 49, 9, 2, 27, 11, 21, 36, 43, 47, 7, 5, 16, 48, 24, 13, 41, 10, 32, 23]",[]
"[47, 20, 6, 24, 7, 32, 30, 22, 44, 5, 17, 21, 3, 34, 11, 36, 9, 38, 31, 0, 25, 48, 19, 33, 16, 39, 13, 23, 27, 12, 10, 43, 2, 49, 14, 26, 40, 18, 42, 4]",[]
"[26, 6, 40, 28, 48, 17, 21, 39, 27, 31, 0, 36, 1, 10, 18, 20, 24, 43, 46, 11, 13, 19, 15, 37, 12, 35, 14, 38, 8, 49, 30, 34, 41, 23, 29, 44, 7, 2, 32, 45]",[]
"[27, 25, 39, 43, 14, 22, 49, 30, 38, 46, 3, 36, 31, 5, 8, 9, 7, 29, 35, 48, 16, 6, 2, 37, 26, 42, 41, 11, 32, 45, 20, 4, 10, 19, 15, 40, 34, 47, 23, 13]",[]
"[25, 31, 47, 22, 5, 29, 32, 35, 36, 0, 15, 21, 9, 39, 38, 12, 30, 19, 37, 13, 41, 34, 42, 3, 4, 23, 7, 33, 49, 20, 44, 17, 10, 1, 27, 14, 40, 16, 26, 8]",[]
"[9, 4, 48, 24, 10, 45, 46, 8, 47, 37, 43, 0, 14, 28, 16, 32, 42, 41, 15, 29, 26, 39, 2, 23, 18, 33, 35, 38, 20, 21, 31, 30, 3, 13, 36, 19, 1, 11, 17, 27]",[]
"[20, 28, 37, 18, 43, 23, 17, 11, 33, 16, 49, 25, 7, 41, 44, 30, 8, 32, 39, 9, 48, 0, 34, 6, 14, 27, 36, 29, 31, 19, 38, 3, 5, 26, 2, 45, 1, 46, 42, 24]",[]
"[10, 38, 8, 4, 45, 29, 25, 49, 2, 6, 5, 24, 21, 16, 46, 27, 28, 39, 44, 41, 12, 9, 7, 30, 42, 17, 23, 26, 13, 15, 11, 37, 33, 43, 20, 3, 0, 36, 19, 35]",[]
"[27, 9, 4, 44, 43, 11, 2, 15, 31, 21, 22, 41, 30, 47, 35, 20, 12, 0, 48, 26, 33, 39, 18, 23, 25, 8, 45, 34, 1, 42, 40, 7, 19, 37, 13, 32, 49, 29, 28, 6]",[]
"[28, 7, 41, 47, 39, 32, 42, 17, 36, 30, 2, 25, 27, 40, 34, 13, 18, 3, 9, 12, 43, 1, 31, 26, 29, 33, 46, 44, 48, 15, 8, 23, 49, 14, 5, 38, 19, 10, 4, 6]",[]
"[20, 39, 34, 14, 25, 48, 16, 40, 0, 5, 12, 35, 6, 49, 28, 23, 42, 11, 15, 31, 33, 27, 38, 46, 43, 41, 10, 37, 30, 47, 3, 36, 26, 1, 22, 7, 44, 21, 18, 17]",[]
"[41, 45, 15, 36, 21, 19, 13, 28, 1, 48, 44, 11, 17, 39, 49, 2, 34, 22, 18, 33, 3, 42, 46, 14, 0, 40, 8, 4, 37, 25, 10, 32, 43, 7, 6, 35, 27, 31, 30, 29]",[]
