"[19, 37, 0, 24, 43, 17, 31, 34, 23, 5, 42, 20, 26, 7, 14, 3, 2, 16, 13, 38, 40, 9, 39, 15, 11, 4, 28, 6, 12, 47, 48, 46, 29, 8, 35, 1, 45, 27, 10, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[42, 8, 35, 28, 14, 24, 11, 29, 1, 45, 44, 10, 9, 31, 34, 12, 2, 26, 18, 23, 17, 49, 0, 3, 19, 20, 5, 16, 33, 13, 48, 22, 40, 4, 37, 6, 32, 7, 36, 38]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[23, 9, 45, 44, 19, 5, 16, 38, 3, 37, 2, 6, 20, 40, 1, 12, 28, 36, 14, 48, 25, 29, 4, 42, 13, 31, 17, 30, 32, 8, 24, 46, 7, 0, 35, 18, 11, 15, 10, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[11, 48, 2, 1, 10, 36, 21, 49, 3, 45, 23, 13, 38, 5, 47, 43, 7, 42, 44, 8, 39, 0, 17, 31, 12, 41, 14, 27, 15, 37, 19, 29, 9, 33, 4, 35, 40, 6, 25, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[35, 14, 18, 46, 11, 7, 31, 4, 0, 5, 6, 19, 3, 45, 1, 16, 26, 30, 29, 22, 43, 17, 41, 48, 36, 20, 32, 9, 2, 15, 34, 44, 38, 8, 12, 10, 40, 13, 21, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[32, 8, 33, 16, 47, 45, 10, 25, 5, 3, 41, 14, 1, 15, 29, 24, 12, 0, 40, 18, 9, 4, 6, 20, 34, 27, 31, 36, 7, 2, 46, 11, 23, 28, 42, 13, 17, 49, 21, 39]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[6, 39, 1, 14, 49, 19, 33, 31, 3, 18, 10, 45, 35, 29, 30, 27, 16, 48, 24, 9, 32, 28, 17, 47, 7, 0, 4, 13, 46, 42, 5, 44, 12, 11, 2, 22, 8, 40, 43, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[41, 5, 1, 39, 28, 30, 44, 43, 0, 3, 7, 33, 14, 8, 6, 2, 20, 25, 21, 11, 49, 26, 24, 10, 27, 19, 36, 4, 31, 22, 46, 15, 23, 9, 32, 35, 13, 16, 12, 34]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[47, 38, 10, 23, 36, 48, 26, 11, 20, 42, 37, 3, 22, 9, 1, 14, 30, 0, 49, 8, 5, 4, 46, 2, 28, 31, 32, 44, 7, 6, 13, 35, 17, 19, 34, 15, 25, 43, 12, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"[27, 29, 42, 13, 0, 24, 2, 7, 10, 26, 41, 18, 5, 22, 17, 31, 1, 21, 44, 9, 47, 36, 6, 23, 19, 32, 49, 28, 3, 45, 30, 4, 12, 46, 43, 11, 37, 14, 38, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
